fecha,dolar_observado,anio,mes,dia,trimestre
2026-02-23,867.13,2026,2,23,1
2026-02-24,867.29,2026,2,24,1
2026-02-25,865.36,2026,2,25,1
2026-02-26,857.58,2026,2,26,1
2026-02-27,861.19,2026,2,27,1
2026-03-02,871.41,2026,3,2,1
2026-03-03,884.21,2026,3,3,1
2026-03-04,906.32,2026,3,4,1
2026-03-05,895.14,2026,3,5,1
2026-03-06,907.66,2026,3,6,1
2026-03-09,921.76,2026,3,9,1
2026-03-10,916.36,2026,3,10,1
2026-03-11,893.69,2026,3,11,1
2026-03-12,895.86,2026,3,12,1
2026-03-13,909.94,2026,3,13,1
2026-03-16,913.98,2026,3,16,1
2026-03-17,909.11,2026,3,17,1
2026-03-18,906.15,2026,3,18,1
2026-03-19,912.41,2026,3,19,1
2026-03-20,920.52,2026,3,20,1
2026-03-23,923.67,2026,3,23,1
2026-03-24,915.15,2026,3,24,1
2026-03-25,915.76,2026,3,25,1
2026-03-26,913.83,2026,3,26,1
2026-03-27,923.25,2026,3,27,1
2026-03-30,929.9,2026,3,30,1
2026-03-31,931.57,2026,3,31,1
2026-04-01,927.46,2026,4,1,2
2026-04-02,915.95,2026,4,2,2
2026-04-06,922.17,2026,4,6,2
2026-04-07,914.47,2026,4,7,2
2026-04-08,922.59,2026,4,8,2
2026-04-09,895.28,2026,4,9,2
2026-04-10,894.17,2026,4,10,2
2026-04-13,890.33,2026,4,13,2
2026-04-14,899.39,2026,4,14,2
2026-04-15,886.97,2026,4,15,2
2026-04-16,886.09,2026,4,16,2
2026-04-17,886.32,2026,4,17,2
2026-04-20,876.32,2026,4,20,2
2026-04-21,881.22,2026,4,21,2
2026-04-22,887.79,2026,4,22,2
2026-04-23,889.87,2026,4,23,2
2026-04-24,892.18,2026,4,24,2
2026-04-27,895.07,2026,4,27,2
2026-04-28,894.18,2026,4,28,2
2026-04-29,896.03,2026,4,29,2
2026-04-30,901.76,2026,4,30,2
2026-05-04,903.05,2026,5,4,2
2026-05-05,910.01,2026,5,5,2
2026-05-06,905.36,2026,5,6,2
2026-05-07,892.83,2026,5,7,2
2026-05-08,887.71,2026,5,8,2
2026-05-11,890.89,2026,5,11,2
2026-05-12,894.25,2026,5,12,2
2026-05-13,899.91,2026,5,13,2
2026-05-14,889.19,2026,5,14,2
2026-05-15,891.0,2026,5,15,2
2026-05-18,906.68,2026,5,18,2
2026-05-19,901.59,2026,5,19,2
2026-05-20,907.51,2026,5,20,2
2026-05-22,899.68,2026,5,22,2
2026-05-25,899.86,2026,5,25,2
2026-05-26,893.25,2026,5,26,2
2026-05-27,894.67,2026,5,27,2
2026-05-28,894.79,2026,5,28,2
2026-05-29,892.89,2026,5,29,2
2026-06-01,890.64,2026,6,1,2
2026-06-02,892.91,2026,6,2,2
2026-06-03,888.36,2026,6,3,2
2026-06-04,894.29,2026,6,4,2
2026-06-05,894.99,2026,6,5,2
2026-06-08,910.29,2026,6,8,2
2026-06-09,918.91,2026,6,9,2
2026-06-10,916.39,2026,6,10,2
2026-06-11,915.97,2026,6,11,2
2026-06-12,909.02,2026,6,12,2
2026-06-15,899.3,2026,6,15,2
2026-06-16,890.13,2026,6,16,2
2026-06-17,886.53,2026,6,17,2
2026-06-18,883.46,2026,6,18,2
2026-06-19,897.19,2026,6,19,2
2026-06-22,900.6,2026,6,22,2
2026-06-23,905.78,2026,6,23,2
2026-06-24,915.58,2026,6,24,2
2026-06-25,921.42,2026,6,25,2
2026-06-26,916.97,2026,6,26,2
2026-06-30,922.34,2026,6,30,2
2026-07-01,922.21,2026,7,1,3
2026-07-02,927.35,2026,7,2,3
2026-07-03,921.7,2026,7,3,3
2026-07-06,921.74,2026,7,6,3
2026-07-07,926.25,2026,7,7,3
2026-07-08,927.36,2026,7,8,3
2026-07-09,935.71,2026,7,9,3
2026-07-10,928.99,2026,7,10,3
2026-07-13,924.94,2026,7,13,3
2026-07-14,928.84,2026,7,14,3
2026-07-15,924.78,2026,7,15,3
2026-07-17,924.5,2026,7,17,3
2026-07-20,933.92,2026,7,20,3
2026-07-21,933.0,2026,7,21,3
2026-07-22,932.84,2026,7,22,3
2026-07-23,936.39,2026,7,23,3
2026-07-24,946.24,2026,7,24,3
2026-07-27,946.14,2026,7,27,3
2026-07-28,941.93,2026,7,28,3
2026-07-29,936.16,2026,7,29,3
2026-07-30,935.57,2026,7,30,3
2026-07-31,924.78,2026,7,31,3
2026-08-03,928.42,2026,8,3,3
2026-08-04,924.89,2026,8,4,3
2026-08-05,914.46,2026,8,5,3
2026-08-06,911.58,2026,8,6,3
2026-08-07,913.86,2026,8,7,3
2026-08-10,911.77,2026,8,10,3
2026-08-11,916.3,2026,8,11,3
2026-08-12,914.41,2026,8,12,3
